,timestamp,blocktime,hashrate,median_single_trans,fee_percent_in_reward,fees,price,total_send_usd,transaction_number,diff
985,2018-09-12,0.24,246303571733460.0,0.394,2.354,0.19,197.248,462333837.0,555724.0,3049946197635000.0
986,2018-09-13,0.237,253579145858140.0,0.32,1.803,0.163,213.086,455325157.0,514394.0,3142743480649868.0
987,2018-09-14,0.238,254425591793690.0,0.0787,1.751,0.176,218.581,314870679.0,479695.0,3146684914059900.0
988,2018-09-15,0.236,253288140325948.0,0.0957,1.683,0.176,218.053,265671177.0,458432.0,3129494677715775.0
989,2018-09-16,0.237,254251199957420.0,0.0564,1.982,0.17,212.796,414280848.0,553720.0,3140086572915643.0
990,2018-09-17,0.241,253593354357260.0,0.203,2.05,0.221,203.297,369873130.0,500513.0,3178891797124400.0
991,2018-09-18,0.235,257703610399320.0,0.838,3.068,0.288,209.437,324627730.0,507255.0,3170660093786085.0
992,2018-09-19,0.239,256659439718810.0,1.04,2.264,0.209,210.605,398558155.0,498146.0,3176542287149020.0
993,2018-09-20,0.237,255386971277330.0,2.806,2.801,0.287,229.965,669851382.0,544686.0,3112105439760298.0
994,2018-09-21,0.238,262878974346460.0,0.722,1.944,0.215,240.704,377970679.0,470309.0,3278089829625500.0
995,2018-09-22,0.237,260365957215800.0,0.341,1.721,0.192,242.354,337479592.0,468627.0,3248982293309700.0
996,2018-09-23,0.237,261714824136260.0,1.418,2.413,0.334,236.38,446747184.0,480337.0,3264681985220800.0
997,2018-09-24,0.236,259364280398620.0,0.643,2.321,0.213,214.33,403556875.0,519108.0,3222555356225400.0
998,2018-09-25,0.236,266703730518020.0,0.645,2.441,0.233,215.064,396829406.0,493507.0,3283669089025000.0
999,2018-09-26,0.237,265466939055310.0,1.532,2.603,0.247,218.836,364646130.0,504047.0,3276765282396290.0
1000,2018-09-27,0.236,264430197784020.0,1.582,2.844,0.28,225.946,382358675.0,500370.0,3285646811252732.0
1001,2018-09-28,0.236,259931123366900.0,1.591,2.898,0.346,226.64,323577618.0,434315.0,3265762713994700.0
1002,2018-09-29,0.236,263746820444430.0,0.932,2.393,0.254,232.889,314607961.0,479351.0,3260160751341600.0
1003,2018-09-30,0.236,259029981677500.0,1.384,2.821,0.296,230.629,289056896.0,476308.0,3240652601422794.0
1004,2018-10-01,0.233,259454751829760.0,0.274,2.943,0.301,228.564,250936966.0,490262.0,3211925078735600.0
1005,2018-10-02,0.237,258110931016580.0,,2.06,0.175,219.977,352439359.0,559006.0,3226085186423400.0
1006,2018-10-03,0.234,261289476954990.0,0.0433,2.05,0.177,223.753,357782503.0,559181.0,3261753458926600.0
1007,2018-10-04,0.236,259925705101880.0,,2.014,0.161,223.003,330820514.0,595361.0,3277001275785446.0
1008,2018-10-05,0.231,261827063818420.0,0.00235,1.355,0.11,225.822,244818458.0,596865.0,3252608506128733.0
1009,2018-10-06,0.231,263776886858050.0,0.0134,1.458,0.141,224.157,218909840.0,497767.0,3275289114565500.0
1010,2018-10-07,0.233,266067985706710.0,0.0202,1.985,0.181,227.439,370645199.0,542842.0,3311602077646795.0
1011,2018-10-08,0.234,263510241771360.0,,1.801,0.165,228.517,325058079.0,537028.0,3289361288764000.0
1012,2018-10-09,0.233,263776037429600.0,0.135,2.073,0.196,225.622,335923718.0,516772.0,3294910495257800.0
1013,2018-10-10,0.234,259567841484460.0,0.0251,2.162,0.167,201.827,625567026.0,570525.0,3219699284376300.0
1014,2018-10-11,0.233,259243138646480.0,,2.084,0.216,196.354,396539166.0,562140.0,3237208572171600.0
1015,2018-10-12,0.233,256882267979270.0,,1.537,0.126,199.558,238057397.0,541797.0,3196433112526611.0
1016,2018-10-13,0.233,259211818687980.0,,1.348,0.116,200.705,232524084.0,511719.0,3220776039519707.0
1017,2018-10-14,0.236,256957147724800.0,0.105,1.9,0.153,209.49,702055020.0,562011.0,3215462336329751.0
1018,2018-10-15,0.236,257248846026080.0,0.0365,1.636,0.129,210.881,473913326.0,575421.0,3205593853397788.0
1019,2018-10-16,0.235,255952304998150.0,0.0132,1.774,0.139,210.319,405940586.0,580342.0,3189848681861900.0
1020,2018-10-17,0.234,260416539248000.0,,1.682,0.133,207.491,488522346.0,565791.0,3237578316538163.0
1021,2018-10-18,0.237,256981985641270.0,,1.927,0.141,204.01,341553471.0,601119.0,3213605312716200.0
1022,2018-10-19,0.234,253992209096520.0,0.0109,1.679,0.141,206.083,296329511.0,534080.0,3157205682243966.0
1023,2018-10-20,0.235,250893663926300.0,,1.548,0.136,207.884,408460579.0,508014.0,3128314975529842.0
1024,2018-10-21,0.237,248395695165780.0,,1.861,0.142,205.705,328068878.0,577314.0,3114618582178100.0
1025,2018-10-22,0.233,251295723079550.0,0.0409,1.853,0.149,203.783,348972420.0,556231.0,3099870696459600.0
1026,2018-10-23,0.235,252627366238590.0,0.698,2.18,0.181,204.735,336307669.0,532709.0,3147334568741900.0
1027,2018-10-24,0.235,248533543580870.0,0.189,2.489,0.205,202.807,448546213.0,537198.0,3122245255375000.0
1028,2018-10-25,0.235,247432443037460.0,0.244,2.2,0.177,203.227,351276459.0,551218.0,3064792686284100.0
1029,2018-10-26,0.236,249118641671330.0,,1.629,0.144,203.71,202738055.0,499165.0,3127761285103648.0
1030,2018-10-27,0.235,247248125244500.0,0.0404,1.545,0.133,204.054,207449256.0,509862.0,3096523016005620.0
1031,2018-10-28,0.236,244975854223880.0,0.0368,1.97,0.139,200.635,398443743.0,614695.0,3051838461850400.0
1032,2018-10-29,0.238,246181612095340.0,,1.958,0.137,196.55,328083988.0,608397.0,3099489581851619.0
1033,2018-10-30,0.234,250912935032600.0,0.0252,1.932,0.142,196.904,343743217.0,585707.0,3108431034817100.0
1034,2018-10-31,0.237,243997812675270.0,,1.892,0.137,198.251,321645717.0,589096.0,3061598024724700.0
1035,2018-11-01,0.237,238269105436100.0,,2.078,0.162,200.748,378220570.0,548534.0,3004502036147200.0
1036,2018-11-02,0.235,238090046928310.0,,1.728,0.157,200.281,219219927.0,505001.0,3000819594738900.0
1037,2018-11-03,0.236,242172465066370.0,,1.65,0.141,204.127,311587499.0,510848.0,3033495071535500.0
1038,2018-11-04,0.237,240395712355400.0,0.105,2.311,0.181,209.288,493142763.0,582354.0,2989387615286568.0
1039,2018-11-05,0.237,240599815090119.0,,2.35,0.182,213.392,398209610.0,597166.0,3013425086775902.0
1040,2018-11-06,0.234,242321794024370.0,,2.137,0.182,219.677,468287726.0,564602.0,3002738385682900.0
1041,2018-11-07,0.237,244329654058550.0,,2.318,0.212,215.126,372143846.0,555392.0,3062212840481325.0
1042,2018-11-08,0.236,239310589717630.0,0.211,1.917,0.159,211.482,350687286.0,547848.0,3003136497103100.0
1043,2018-11-09,0.236,241532454115000.0,0.0202,1.383,0.13,212.522,235965189.0,489120.0,2999300885192600.0
1044,2018-11-10,0.235,246472104601890.0,,1.297,0.111,211.684,237204929.0,527799.0,3082395116871400.0
1045,2018-11-11,0.233,240146955347020.0,0.0233,2.052,0.165,211.986,395588328.0,571162.0,3007847392320443.0
1046,2018-11-12,0.236,242046447063600.0,0.0231,2.208,0.181,209.794,357595484.0,553590.0,3032519178181897.0
1047,2018-11-13,0.237,242688609893850.0,0.234,2.674,0.197,197.907,590845364.0,582181.0,3062799395857059.0
1048,2018-11-14,0.237,241484697890680.0,0.571,2.921,0.2,178.889,566052867.0,563051.0,3069794606956747.0
1049,2018-11-15,0.233,245824430689140.0,,2.511,0.176,178.525,399964930.0,552032.0,3089023234173800.0
1050,2018-11-16,0.236,236747606285430.0,,1.929,0.141,174.96,244450111.0,505581.0,3013972959092200.0
1051,2018-11-17,0.234,237365964822080.0,,2.116,0.168,177.237,336615710.0,484801.0,2991785921061280.0
1052,2018-11-18,0.24,234633578976250.0,0.978,2.951,0.163,160.029,775923730.0,622942.0,2996308598761106.0
1053,2018-11-19,0.239,230295242437720.0,0.138,3.017,0.145,139.783,790097169.0,625752.0,2925334600717700.0
1054,2018-11-20,0.235,221566796082300.0,,2.446,0.122,134.412,514639857.0,579531.0,2789702882290300.0
1055,2018-11-21,0.238,215689547905340.0,,2.366,0.118,133.841,352713307.0,568895.0,2756727218807600.0
1056,2018-11-22,0.235,218429979513000.0,,2.462,0.116,123.4,376409724.0,559992.0,2764589515424500.0
1057,2018-11-23,0.235,216033459063090.0,,2.139,0.114,122.893,279595350.0,497041.0,2757041523861200.0
1058,2018-11-24,0.234,212245886270272.0,0.0597,2.476,0.111,110.624,438319365.0,529038.0,2707010252063751.0
1059,2018-11-25,0.237,212100501218170.0,0.00678,2.436,0.106,113.082,387315524.0,557364.0,2694695626556127.0
1060,2018-11-26,0.24,195092609882560.0,,2.308,0.0918,107.211,305177652.0,565825.0,2516274193303300.0
1061,2018-11-27,0.239,187564003664410.0,,2.992,0.122,117.631,395873163.0,622580.0,2399785635667600.0
1062,2018-11-28,0.235,190638762929750.0,,3.344,0.158,119.394,432746105.0,555591.0,2419083794819300.0
1063,2018-11-29,0.238,189671498488230.0,0.116,4.101,0.172,115.711,2007350905.0,599039.0,2425633227354397.0
1064,2018-11-30,0.238,194448985034110.0,,2.773,0.13,116.635,1806093974.0,525648.0,2512715173157626.0
1065,2018-12-01,0.238,186147631508180.0,,2.477,0.123,117.759,166685100.0,492410.0,2425443086725400.0
1066,2018-12-02,0.239,185696072355580.0,0.0308,2.875,0.123,112.055,255345961.0,548100.0,2421792604186906.0
1067,2018-12-03,0.238,189767464721670.0,,2.913,0.12,110.908,251846370.0,565202.0,2466816920214600.0
1068,2018-12-04,0.239,185166751954510.0,,3.092,0.118,107.517,310259326.0,595937.0,2399104010082600.0
1069,2018-12-05,0.238,188464769426230.0,,2.422,0.0853,99.984,381727622.0,590923.0,2443511423464527.0
1070,2018-12-06,0.241,180036274466300.0,0.0879,2.366,0.0755,87.853,430578083.0,572417.0,2360514415848520.0
1071,2018-12-07,0.239,176329496098100.0,0.0458,1.714,0.0581,91.506,247807313.0,552589.0,2309150851056900.0
1072,2018-12-08,0.236,174779146367420.0,0.0188,1.666,0.0633,94.24,223084597.0,507555.0,2289042591113700.0
1073,2018-12-09,0.233,184569782198800.0,0.0279,1.926,0.0675,92.799,232592017.0,555379.0,2359598295442062.0
1074,2018-12-10,0.241,177711738862680.0,,1.864,0.0647,90.017,231501936.0,536006.0,2350544392253284.0
1075,2018-12-11,0.237,172762924194380.0,,1.795,0.0627,90.69,212296035.0,533920.0,2258098227396557.0
1076,2018-12-12,0.236,171176084989920.0,,1.965,0.0694,89.755,268876297.0,565689.0,2219036998826300.0
1077,2018-12-13,0.239,167949464257290.0,,1.982,0.0892,86.052,232833026.0,567306.0,2216544178961867.0
1078,2018-12-14,0.235,171972615485070.0,,1.612,0.052,84.6,154327327.0,551916.0,2222301523650900.0
1079,2018-12-15,0.238,169428638302090.0,0.0197,1.498,0.0521,87.252,154968508.0,516697.0,2222616642203200.0
1080,2018-12-16,0.244,166813938769800.0,,1.964,0.0623,90.414,312555843.0,570051.0,2241415641433900.0
1081,2018-12-17,0.246,163330446297180.0,,2.19,0.114,95.574,308782760.0,556320.0,2219953418650700.0
1082,2018-12-18,0.246,165210546673420.0,,2.242,0.0786,104.493,453833981.0,597725.0,2254503611243900.0
1083,2018-12-19,0.246,164230891976020.0,,2.235,0.0807,109.127,481881768.0,602429.0,2241346879022300.0
1084,2018-12-20,0.247,166134908766410.0,,2.153,0.0801,114.237,515438132.0,606526.0,2263365004345400.0
1085,2018-12-21,0.243,168324969691470.0,,1.642,0.0737,112.105,236128865.0,495551.0,2267410862086375.0
1086,2018-12-22,0.246,169314561043410.0,1.3e-05,1.827,0.0867,130.171,386003123.0,543655.0,2300951669671214.0
1087,2018-12-23,0.243,177120199715160.0,,2.153,0.105,147.378,578884771.0,615551.0,2386131983288240.0
1088,2018-12-24,0.241,182556771293750.0,,2.187,0.107,130.099,314423541.0,535001.0,2456450188201000.0
1089,2018-12-25,0.242,189650114779800.0,,1.916,0.119,131.842,282457324.0,560047.0,2526466171406500.0
1090,2018-12-26,0.244,184493827712440.0,,1.718,0.0773,125.008,354013333.0,548411.0,2498949194711700.0
1091,2018-12-27,0.244,181439076633581.0,,1.834,0.079,124.293,372025611.0,572189.0,2451909893634200.0
1092,2018-12-28,0.242,182096863505260.0,,1.607,0.0821,139.101,526069928.0,543746.0,2438650420454265.0
1093,2018-12-29,0.245,183080717609180.0,0.138,2.766,0.17,138.414,224954513.0,460395.0,2493085723019279.0
1094,2018-12-30,0.243,185549892873690.0,,1.678,0.0872,137.043,287773761.0,522040.0,2504221630111100.0
1095,2018-12-31,0.245,174832246186400.0,,1.514,0.0921,136.343,227254178.0,448168.0,2398246576921200.0
1096,2019-01-01,0.243,180860689910100.0,,1.73,0.0878,149.513,410154078.0,589959.0,2424370581382824.0
1097,2019-01-02,0.258,181235777835320.0,,1.753,0.0837,152.232,380407982.0,596593.0,2591208341205066.0
1098,2019-01-03,0.259,180422356371150.0,,1.909,0.1,152.948,584705525.0,549398.0,2592140443986810.0
1099,2019-01-04,0.256,185492837267620.0,,1.94,0.154,159.119,664350852.0,511189.0,2637334375701200.0
1100,2019-01-05,0.258,187147617866760.0,,1.591,0.0958,155.829,374879090.0,487372.0,2696379667584000.0
1101,2019-01-06,0.257,190299031086600.0,0.000743,1.672,0.0945,154.772,406857700.0,550964.0,2701574064117131.0
1102,2019-01-07,0.259,184975053074820.0,0.0135,1.686,0.0855,151.113,354084794.0,553367.0,2668628294540000.0
1103,2019-01-08,0.257,190204811642950.0,,1.592,0.0815,152.211,334126158.0,558847.0,2703895132196200.0
1104,2019-01-09,0.259,186249201355220.0,,1.936,0.0857,136.803,432063818.0,582839.0,2674362619191130.0
1105,2019-01-10,0.259,186799922252190.0,0.0102,1.783,0.0779,127.396,495150248.0,541838.0,2692032647716248.0
1106,2019-01-11,0.26,181132806944500.0,,1.344,0.0691,126.634,188274158.0,452707.0,2624800536300680.0
1107,2019-01-12,0.256,182513524853340.0,,1.421,0.0676,122.19,216989274.0,481347.0,2608139705984278.0
1108,2019-01-13,0.256,184944123912811.0,0.24,2.663,0.107,122.009,422260416.0,577239.0,2633341356905600.0
1109,2019-01-14,0.256,188705698141580.0,0.159,2.197,0.0997,127.336,303884607.0,539896.0,2702083965916100.0
1110,2019-01-15,0.26,179519366955960.0,,2.048,0.104,122.689,325110197.0,507687.0,2621048502732600.0
1111,2019-01-16,0.259,177726193236590.0,,1.785,0.0777,121.923,263149884.0,517082.0,2580831091838975.0
1112,2019-01-17,0.256,177734368509050.0,,1.97,0.0835,121.682,215238341.0,538899.0,2571663396292600.0
1113,2019-01-18,0.253,184502025173820.0,,1.758,0.0759,123.553,180510252.0,539125.0,2637070458320900.0
1114,2019-01-19,0.257,184523995389220.0,,1.666,0.0693,121.361,208898798.0,537705.0,2673566313435723.0
1115,2019-01-20,0.283,178144583052380.0,,2.061,0.0716,117.306,215576503.0,582751.0,2840844087622223.0
1116,2019-01-21,0.284,180012991253680.0,,2.469,0.0946,117.819,216814949.0,605558.0,2878752296506207.0
1117,2019-01-22,0.289,168485386774165.0,,2.095,0.0764,118.474,234174015.0,533819.0,2752834586056830.0
1118,2019-01-23,0.283,175251010693270.0,,2.112,0.0797,116.778,277612283.0,520130.0,2805104849380197.0
1119,2019-01-24,0.282,175633126944540.0,,1.931,0.0749,116.484,229236871.0,504903.0,2812524215135200.0
1120,2019-01-25,0.285,170991273525800.0,,1.64,0.0685,116.77,150615082.0,464380.0,2749133557015788.0
1121,2019-01-26,0.287,168655951590300.0,,1.646,0.0636,114.997,214852582.0,488814.0,2739500796180600.0
1122,2019-01-27,0.295,155949804676350.0,0.0587,2.311,0.07,106.711,346934778.0,568564.0,2605258504636900.0
1123,2019-01-28,0.296,146870917913300.0,,2.04,0.0611,105.267,240339397.0,566026.0,2443767712364400.0
1124,2019-01-29,0.291,145290375271490.0,,2.158,0.0678,107.303,254506346.0,555347.0,2404536518742200.0
1125,2019-01-30,0.292,150015460778650.0,,2.383,0.0816,108.037,254538770.0,517057.0,2465757939828109.0
1126,2019-01-31,0.297,143109055776050.0,,2.24,0.0766,106.614,208485254.0,498856.0,2408027966911153.0
1127,2019-02-01,0.292,143029268639930.0,,1.765,0.0684,107.304,130954867.0,450314.0,2358910170611813.0
1128,2019-02-02,0.296,139148727195760.0,,1.608,0.0647,108.197,140520033.0,424378.0,2354610028800600.0
1129,2019-02-03,0.292,141056080280040.0,,1.656,0.0687,107.14,110134945.0,416394.0,2361902705248721.0
1130,2019-02-04,0.294,141589112988700.0,,1.679,0.0695,106.849,105630975.0,414815.0,2363998855756183.0
1131,2019-02-05,0.294,139433918775590.0,,1.784,0.0684,103.437,181981141.0,429065.0,2348839743433400.0
1132,2019-02-06,0.293,139445298527960.0,,1.838,0.0739,104.614,151520894.0,428676.0,2334070742653200.0
1133,2019-02-07,0.293,142456070998440.0,,2.03,0.0765,110.199,237315982.0,471952.0,2371717026558600.0
1134,2019-02-08,0.294,141181235002700.0,,1.824,0.0834,119.015,137848828.0,417129.0,2370089679938167.0
1135,2019-02-09,0.335,145117075009250.0,,1.97,0.0853,118.598,171925857.0,381151.0,2799616234000190.0
1136,2019-02-10,0.343,142234953555800.0,,2.334,0.0907,121.136,231450282.0,429007.0,2790453971460500.0
1137,2019-02-11,0.337,147544989321910.0,,2.268,0.0873,120.728,185877344.0,438111.0,2845496665498758.0
1138,2019-02-12,0.345,142560806564260.0,,2.606,0.089,122.62,221354747.0,491354.0,2813683136248474.0
1139,2019-02-13,0.346,140321756540860.0,,2.497,0.102,122.125,203731260.0,474782.0,2763885682502000.0
1140,2019-02-14,0.346,139948556116370.0,,2.965,0.106,121.848,193633843.0,468599.0,2758556101644400.0
1141,2019-02-15,0.341,144003389683360.0,,2.588,0.0974,122.815,132738695.0,454309.0,2791492738498367.0
1142,2019-02-16,0.348,140514136522180.0,,2.636,0.101,126.224,221531567.0,447945.0,2787183992533593.0
1143,2019-02-17,0.343,144779062825570.0,0.00956,3.468,0.136,141.388,425315427.0,512455.0,2800543669058992.0
1144,2019-02-18,0.336,154084794650570.0,,3.436,1.235,147.256,408530999.0,533602.0,2931316443907579.0
1145,2019-02-19,0.339,152914323494160.0,,3.283,0.128,145.404,325396216.0,530268.0,2934330432681430.0
1146,2019-02-20,0.339,152029718604820.0,,3.204,0.12,145.791,313147504.0,544817.0,2935972745889009.0
1147,2019-02-21,0.34,150085495942770.0,,3.055,0.118,147.482,311490693.0,530839.0,2909984614419200.0
1148,2019-02-22,0.331,160000186022460.0,,2.694,0.122,150.915,231275630.0,476225.0,3019639018883100.0
1149,2019-02-23,0.339,156166198164380.0,,3.271,0.133,154.091,444083830.0,540201.0,3010990374027300.0
1150,2019-02-24,0.34,154098124666200.0,,3.688,0.127,138.7,516941224.0,573756.0,2966100005085000.0
1151,2019-02-25,0.336,156448060101130.0,,3.66,0.13,136.88,257904368.0,553925.0,2978233508540383.0
1152,2019-02-26,0.336,156100234592790.0,,3.338,0.121,136.62,399571396.0,539516.0,2974809174832816.0
1153,2019-02-27,0.33,157678257435960.0,,3.809,0.138,136.84,322792970.0,541458.0,2927452516452800.0
1154,2019-02-28,0.24,152998838942010.0,,2.869,0.0979,136.494,253574536.0,547622.0,2036274545347400.0
1155,2019-03-01,0.225,153087945298120.0,,2.483,0.0908,133.712,198804948.0,526912.0,1923253032275900.0
1156,2019-03-02,0.226,151523383958580.0,,2.307,0.0896,133.003,226065034.0,492382.0,1909053399665856.0
1157,2019-03-03,0.226,150437211268352.0,,2.951,0.0878,127.019,318944356.0,620211.0,1887288061263891.0
1158,2019-03-04,0.224,152785823746570.0,,2.932,0.0943,131.161,306772136.0,598085.0,1902401443289300.0
1159,2019-03-05,0.225,151327641750480.0,,2.853,0.0983,137.35,303129318.0,578932.0,1911664513995600.0
1160,2019-03-06,0.224,151872885301850.0,,2.824,0.099,137.878,293822111.0,572685.0,1904525352297400.0
1161,2019-03-07,0.225,153459218252730.0,,2.79,0.0986,136.622,329499343.0,562361.0,1929400117634395.0
1162,2019-03-08,0.226,148635953840600.0,,2.522,0.0889,136.834,249983574.0,555814.0,1883187958309600.0
1163,2019-03-09,0.221,152282556586770.0,,2.149,0.0882,135.818,233803255.0,484038.0,1884251749839000.0
1164,2019-03-10,0.225,148704118737090.0,,2.442,0.0873,133.746,330708238.0,536412.0,1883358396028000.0
1165,2019-03-11,0.223,147942780115460.0,,2.449,0.0842,133.189,315393927.0,564306.0,1853560880677500.0
1166,2019-03-12,0.225,146442848219200.0,,2.404,0.0801,132.266,273559729.0,573281.0,1841284698119305.0
1167,2019-03-13,0.224,147583348253000.0,,2.23,0.0744,132.092,302099721.0,573828.0,1852578644599400.0
1168,2019-03-14,0.224,147373688909800.0,,2.271,0.081,134.993,295586102.0,553012.0,1859098697850100.0
1169,2019-03-15,0.221,153103055631180.0,,1.872,0.0765,141.208,272255148.0,504183.0,1892599435484352.0
1170,2019-03-16,0.224,150858129954050.0,,1.912,0.0873,139.094,243770418.0,494872.0,1901660652812500.0
1171,2019-03-17,0.226,148624614626100.0,,2.84,0.623,138.526,359990328.0,573940.0,1883179674554100.0
1172,2019-03-18,0.224,144228463434320.0,,2.937,0.0939,138.25,263086424.0,635940.0,1809207314497400.0
1173,2019-03-19,0.222,150207921759330.0,,2.646,0.0857,138.281,400267724.0,630313.0,1866011634425900.0
1174,2019-03-20,0.226,148054045403720.0,,3.709,0.126,137.617,343629485.0,618318.0,1861645568461200.0
1175,2019-03-21,0.225,146791356737560.0,,3.132,0.1,136.278,283330431.0,628700.0,1842031209461610.0
1176,2019-03-22,0.224,147436844545370.0,,2.39,0.0851,136.949,351273946.0,561778.0,1833592266156393.0
1177,2019-03-23,0.224,147249010638840.0,,2.392,0.0862,136.269,243286697.0,549073.0,1846681856584200.0
1178,2019-03-24,0.224,147005410403620.0,,3.002,0.0913,135.079,388536301.0,648670.0,1843360821780303.0
1179,2019-03-25,0.226,142480795223220.0,0.000134,3.084,0.097,133.834,341717239.0,629010.0,1794096152189202.0
1180,2019-03-26,0.223,141591603994360.0,,3.315,0.11,137.827,316944742.0,625948.0,1761299986726933.0
1181,2019-03-27,0.226,141422943475310.0,,2.964,0.0946,138.322,322979871.0,634367.0,1775233173304200.0
1182,2019-03-28,0.226,141971090093478.0,,3.34,0.107,140.268,363904971.0,640352.0,1791437241367300.0
1183,2019-03-29,0.226,136776643271240.0,,2.646,0.0819,142.857,360766802.0,667967.0,1716959438040999.0
1184,2019-03-30,0.224,137783667463100.0,,2.643,0.0857,141.459,306515077.0,646230.0,1721429556437000.0
1185,2019-03-31,0.224,145050515677710.0,,3.281,0.101,142.086,348148518.0,687574.0,1809756338437694.0
1186,2019-04-01,0.227,143405471800610.0,,3.815,0.114,153.069,630333510.0,758900.0,1796568273618656.0
1187,2019-04-02,0.227,142103799034470.0,,4.454,0.151,169.7,707399768.0,746605.0,1788931574783740.0
1188,2019-04-03,0.225,146661991319370.0,,3.406,0.12,160.32,466916386.0,673520.0,1819524026766400.0
1189,2019-04-04,0.224,145447232435150.0,,2.702,0.103,163.11,439671971.0,621924.0,1821339903382820.0
1190,2019-04-05,0.223,146621797936280.0,,2.378,0.102,165.22,309316415.0,559039.0,1843194255325400.0
1191,2019-04-06,0.222,145747487681340.0,0.0317,2.418,0.104,168.673,406176784.0,572886.0,1823189489121700.0
1192,2019-04-07,0.224,146570253107240.0,0.044,3.06,0.121,179.951,683460996.0,668000.0,1825616819133300.0
1193,2019-04-08,0.224,147717240134030.0,0.0354,2.72,0.107,176.801,593201273.0,656875.0,1851497445758900.0
1194,2019-04-09,0.223,151047005783680.0,,4.368,0.144,179.253,510797671.0,674070.0,1878252399407800.0
1195,2019-04-10,0.226,150411686110460.0,,10.34,0.107,167.621,493604170.0,729032.0,1894481921422200.0
1196,2019-04-11,0.224,149334579469010.0,0.0782,9.126,0.0955,164.034,412763289.0,694771.0,1879052726636400.0
1197,2019-04-12,0.222,152087701667320.0,0.019,7.223,0.0887,164.025,254437233.0,614291.0,1898392758406800.0
1198,2019-04-13,0.224,153894211976130.0,,6.768,0.0923,163.796,283384738.0,551055.0,1929568135170300.0
1199,2019-04-14,0.223,154385510947430.0,0.0124,7.843,0.094,164.934,421484653.0,622058.0,1923712981917597.0
1200,2019-04-15,0.225,151772839285300.0,,9.561,0.103,163.271,362532561.0,656461.0,1896986117962700.0
1201,2019-04-16,0.226,147992682732590.0,,10.298,0.106,166.169,371558756.0,681896.0,1863101774511400.0
1202,2019-04-17,0.225,147580719366330.0,,11.273,0.111,172.431,454381098.0,697650.0,1854242620008300.0
1203,2019-04-18,0.223,150836508860450.0,,6.129,0.0927,172.481,398752120.0,693183.0,1881713807379300.0
1204,2019-04-19,0.226,149413949587750.0,,2.028,0.0737,173.686,326605996.0,686824.0,1873586468911103.0
1205,2019-04-20,0.223,150568560610540.0,,2.156,0.0838,169.998,341573928.0,631190.0,1876835302455900.0
1206,2019-04-21,0.224,152194902826650.0,,2.466,0.0854,170.625,411139511.0,719306.0,1905395324442308.0
1207,2019-04-22,0.229,150501460922570.0,,2.616,0.0927,173.397,477020471.0,729268.0,1895956635640700.0
1208,2019-04-23,0.225,147637501088070.0,,2.527,0.0914,165.863,578278441.0,668917.0,1853654210814600.0
1209,2019-04-24,0.223,148050520316693.0,,2.198,0.0764,163.279,515962835.0,680812.0,1850592136533600.0
1210,2019-04-25,0.223,148880326805881.0,,2.775,0.0959,155.39,702592540.0,660781.0,1848838419730600.0
1211,2019-04-26,0.222,151590777735700.0,,1.828,0.0738,157.234,301517819.0,562687.0,1894070039823300.0
1212,2019-04-27,0.225,150038077493240.0,,1.928,0.0735,157.867,368472584.0,593482.0,1885095160514700.0
1213,2019-04-28,0.223,152497658194230.0,,2.121,0.0764,155.706,480049379.0,628989.0,1905690034587347.0
1214,2019-04-29,0.225,154034583769540.0,,2.284,0.0745,158.496,470771093.0,707771.0,1928695429611980.0
1215,2019-04-30,0.223,153702048663930.0,,2.314,0.0795,161.126,422097879.0,703790.0,1919592681615500.0
1216,2019-05-01,0.224,152303249840320.0,,2.742,0.2,160.495,338369369.0,626308.0,1908352390903752.0
1217,2019-05-02,0.227,149725870708390.0,,2.595,0.0935,166.24,420434288.0,670882.0,1896924686550002.0
1218,2019-05-03,0.221,157291493595370.0,,2.132,0.0823,164.132,325719483.0,623395.0,1945626543642800.0
1219,2019-05-04,0.225,156282749065380.0,,2.222,0.0824,162.951,304973736.0,637464.0,1958102354582700.0
1220,2019-05-05,0.226,152372842116640.0,,2.737,0.0934,167.056,500720264.0,706135.0,1917967433268300.0
1221,2019-05-06,0.225,155247454704050.0,,3.241,0.126,176.628,598427230.0,658044.0,1945358884738000.0
1222,2019-05-07,0.227,153736147693580.0,,2.745,0.098,169.909,531618044.0,686996.0,1933128943773000.0
1223,2019-05-08,0.226,154248231092770.0,,2.667,0.0911,170.016,482445227.0,718440.0,1933476499312700.0
1224,2019-05-09,0.224,154756310777680.0,,2.932,0.101,173.033,494195900.0,736762.0,1925409597999900.0
1225,2019-05-10,0.225,155015475961900.0,,2.501,0.0917,186.763,841261130.0,742337.0,1949808422115200.0
1226,2019-05-11,0.224,157769814036250.0,,2.501,0.0973,191.571,551011475.0,715827.0,1970525984858600.0
1227,2019-05-12,0.226,155728028777384.0,,3.093,0.12,194.163,768970811.0,758537.0,1964082495117600.0
1228,2019-05-13,0.223,160882555784080.0,,3.599,0.132,207.163,730484562.0,830602.0,2005854394978400.0
1229,2019-05-14,0.223,163003425245900.0,,4.437,0.182,232.69,1021543119.0,847606.0,2027558764305700.0
1230,2019-05-15,0.227,161371049411188.0,0.0705,6.033,0.261,261.173,1841688153.0,908208.0,2028509045897907.0
1231,2019-05-16,0.224,170925204692330.0,,4.929,0.218,238.715,1100223093.0,810320.0,2115801198613300.0
