,timestamp,blocktime,hashrate,median_single_trans,fee_percent_in_reward,fees,price,total_send_usd,transaction_number,diff
490,2017-05-05,0.254,24414531910224.0,64.463,0.276,0.0806,90.749,1407179619.0,95014.0,349259962790711.0
491,2017-05-06,0.252,24861102254737.0,76.732,0.343,0.0918,92.593,1840922099.0,106631.0,353593236177740.0
492,2017-05-07,0.255,24481903267426.0,88.45,0.316,0.072,88.45,1722860313.0,117509.0,353828372751230.0
493,2017-05-08,0.254,25605313998653.0,83.588,0.348,0.079,83.588,1631619247.0,112933.0,365569658179930.0
494,2017-05-09,0.255,25350224219782.0,55.592,0.344,0.0831,86.842,1620241407.0,109673.0,363678633592458.0
495,2017-05-10,0.253,25795186438819.0,34.286,0.358,0.0812,86.94,1986124517.0,117189.0,369261726304120.0
496,2017-05-11,0.253,26695341935412.0,47.166,0.354,0.0895,87.982,1594663992.0,107241.0,379250622293430.0
497,2017-05-12,0.258,26051389681105.0,32.371,0.355,0.0904,85.658,1148797089.0,101332.0,378491084797440.0
498,2017-05-13,0.267,26883364411734.0,38.792,0.366,0.0923,87.899,1102468367.0,101348.0,404778572992010.0
499,2017-05-14,0.267,27814805765594.0,24.136,0.449,0.0964,89.637,1521338244.0,122792.0,414047745749020.0
500,2017-05-15,0.264,28229905680239.0,52.13,0.462,0.104,88.194,1918120807.0,116341.0,417079615832910.0
501,2017-05-16,0.27,26763741801487.0,85.301,0.744,0.135,85.836,1223287908.0,140135.0,408103955235520.0
502,2017-05-17,0.264,27739997833515.0,32.123,0.54,0.106,92.083,871640478.0,137409.0,414448297046940.0
503,2017-05-18,0.265,28818324304260.0,76.025,0.594,0.12,111.3,1677311425.0,161568.0,431650025953200.0
504,2017-05-19,0.262,29607032640269.0,32.332,0.527,0.148,124.438,1203691069.0,130912.0,439714321376460.0
505,2017-05-20,0.265,30499285609706.0,38.593,0.542,0.143,133.08,1711677934.0,149699.0,451327099500960.0
506,2017-05-21,0.263,31381775201643.0,87.954,0.614,0.169,163.005,4280804068.0,176255.0,463102600090260.0
507,2017-05-22,0.266,30235255599301.0,63.308,0.855,0.222,163.463,2642901491.0,187121.0,448716876168000.0
508,2017-05-23,0.265,30980176158629.0,93.047,0.915,0.271,186.704,2916311682.0,187293.0,458978033229230.0
509,2017-05-24,0.263,31136245767636.0,97.163,0.731,0.232,194.029,2834233275.0,183010.0,457711429093310.0
510,2017-05-25,0.262,31203740130239.0,85.18,0.686,0.215,177.24,2921815722.0,169818.0,456542217590240.0
511,2017-05-26,0.265,32146815826109.0,74.893,0.611,0.181,148.878,1794823460.0,149450.0,473267747835340.0
512,2017-05-27,0.264,31939185482570.0,35.08,0.644,0.208,167.728,1660289132.0,155271.0,469177108436930.0
513,2017-05-28,0.258,34018541222590.0,57.507,0.612,0.215,176.76,1844399338.0,158547.0,487713080394880.0
514,2017-05-29,0.258,36264049064390.0,91.035,1.021,0.343,207.344,2484796709.0,193618.0,513216553999240.0
515,2017-05-30,0.266,35306634737651.0,226.055,1.656,0.67,226.281,5212428078.0,214126.0,519723790251370.0
516,2017-05-31,0.273,37248785117661.0,99.093,0.866,0.285,224.264,3717937193.0,199160.0,561001177690430.0
517,2017-06-01,0.283,36295190932520.0,46.617,1.046,0.333,222.605,3629630935.0,194911.0,574505829451120.0
518,2017-06-02,0.277,37395663236245.0,78.457,0.797,0.287,221.016,3413774782.0,175644.0,575750660855620.0
519,2017-06-03,0.279,38371754243152.0,60.434,0.9,0.339,238.548,3293393640.0,180136.0,597678402421180.0
520,2017-06-04,0.274,39291444274002.0,99.094,0.762,0.284,245.873,4201437338.0,190305.0,599656274911010.0
521,2017-06-05,0.276,39828834039852.0,91.037,0.928,0.339,256.441,5211282450.0,200523.0,615096733616105.0
522,2017-06-06,0.275,41467730532518.0,54.968,0.96,0.349,259.82,4657550460.0,207180.0,632534102305510.0
523,2017-06-07,0.276,41829684498879.0,57.336,0.832,0.327,255.877,3969765606.0,187700.0,640654778420920.0
524,2017-06-08,0.276,41760674161064.0,58.485,0.871,0.309,266.196,4270347374.0,215831.0,639988327011780.0
525,2017-06-09,0.27,43939891193463.0,112.787,0.735,0.3,298.642,3351506893.0,213356.0,662233224481300.0
526,2017-06-10,0.274,45025182578530.0,124.038,1.076,0.443,339.133,4130182765.0,240490.0,682857346034600.0
527,2017-06-11,0.275,44968294068819.0,227.659,1.639,0.643,367.485,9622212117.0,292941.0,676331454424020.0
528,2017-06-12,0.273,46522075087971.0,133.7,0.991,0.405,384.953,8240169874.0,280054.0,694617337543530.0
529,2017-06-13,0.272,47651607769747.0,116.57,0.865,0.38,373.107,4966383683.0,250337.0,713189544777430.0
530,2017-06-14,0.271,48521860791531.0,136.977,0.949,0.348,325.675,6761745363.0,261617.0,728250481340700.0
531,2017-06-15,0.27,49363897981452.0,81.516,0.872,0.362,348.502,6364402210.0,248003.0,737124773386920.0
532,2017-06-16,0.273,50985969882110.0,82.148,0.806,0.353,358.053,3673321585.0,242022.0,761529525102380.0
533,2017-06-17,0.269,51995669793454.0,73.539,0.846,0.372,362.975,3441356263.0,245957.0,769922648869760.0
534,2017-06-18,0.27,52570822426350.0,75.167,0.947,0.354,357.939,3971101275.0,286209.0,775466020583090.0
535,2017-06-19,0.29,53614719103983.0,360.596,2.454,0.842,360.756,5227895458.0,308417.0,847184814389410.0
536,2017-06-20,0.294,54098240797200.0,334.861,3.168,1.374,332.819,1921728111.0,221289.0,874308762317610.0
537,2017-06-21,0.291,54738964742491.0,120.106,2.426,0.78,323.786,2731970142.0,284225.0,872419319204180.0
538,2017-06-22,0.294,54336704373890.0,98.019,1.705,0.558,327.726,3330750492.0,276012.0,881532422539620.0
539,2017-06-23,0.292,55693605003757.0,99.252,2.072,0.818,320.166,3627575265.0,250570.0,888679962204642.0
540,2017-06-24,0.292,56393524710369.0,61.426,1.481,0.529,297.108,1207162076.0,231135.0,904653518657220.0
541,2017-06-25,0.29,58417112349132.0,132.76,1.861,0.72,260.585,2759723329.0,316788.0,923853229184680.0
542,2017-06-26,0.288,58320978141848.0,54.773,1.195,0.321,244.551,2855159102.0,252995.0,930359199332390.0
543,2017-06-27,0.29,59938051087500.0,47.199,2.008,0.816,289.259,3051771161.0,274241.0,950061337460530.0
544,2017-06-28,0.286,61540789098593.0,54.791,1.631,0.541,305.994,3417165510.0,263791.0,962749040901500.0
545,2017-06-29,0.286,61649495641450.0,58.487,1.236,0.407,291.897,2907912862.0,252652.0,972009000387640.0
546,2017-06-30,0.287,62565703649500.0,53.469,1.125,0.352,268.082,2422848007.0,240465.0,992636469502800.0
547,2017-07-01,0.286,63099816232763.0,33.962,1.132,0.341,266.799,1888814758.0,248617.0,1002208383109500.0
548,2017-07-02,0.285,65002338599111.0,32.218,1.478,0.393,278.421,6873441390.0,302032.0,1012941506663000.0
549,2017-07-03,0.284,66564360885704.0,34.567,1.3,0.37,276.149,5563654768.0,281465.0,1027254107613641.0
550,2017-07-04,0.289,64819978567358.0,31.582,1.428,0.396,263.184,1855112851.0,271606.0,1022956030263700.0
551,2017-07-05,0.285,65974487088450.0,34.58,1.076,0.313,265.506,2212895279.0,258791.0,1037216808572100.0
552,2017-07-06,0.283,67077555537398.0,,1.229,0.307,254.173,2317560495.0,295389.0,1038186123704300.0
553,2017-07-07,0.283,67475713453228.0,28.221,1.261,0.35,241.009,1806603924.0,248142.0,1055962892062200.0
554,2017-07-08,0.283,68043932032263.0,25.904,0.906,0.277,243.604,836228565.0,225189.0,1071107527146600.0
555,2017-07-09,0.313,69105357448269.0,24.768,1.026,0.196,226.428,2417869417.0,302633.0,1198734948519299.0
556,2017-07-10,0.319,68636544301587.0,39.315,1.132,0.193,195.887,2518113539.0,291677.0,1214202792076200.0
557,2017-07-11,0.319,66934754201803.0,26.449,1.308,0.237,203.527,2616155875.0,283828.0,1185958514378981.0
558,2017-07-12,0.319,67570452633878.0,21.134,1.308,0.263,209.053,4536228407.0,260745.0,1207944603412642.0
559,2017-07-13,0.32,66157611392631.0,25.096,1.107,0.217,196.448,4929881208.0,249381.0,1182555714991800.0
560,2017-07-14,0.313,68604712664505.0,36.692,1.127,0.229,184.275,4520866294.0,231961.0,1207944998994800.0
561,2017-07-15,0.315,70214316465202.0,25.648,1.097,0.174,156.388,3999009787.0,249138.0,1243781955464300.0
562,2017-07-16,0.323,66699855238819.0,28.345,1.121,0.194,171.39,3930114508.0,248473.0,1204494095368100.0
563,2017-07-17,0.316,68405207369200.0,31.678,1.671,0.314,200.76,5325234608.0,271055.0,1213897355554100.0
564,2017-07-18,0.311,71176220538012.0,28.654,1.256,0.266,221.246,5163583953.0,270122.0,1233998957754000.0
565,2017-07-19,0.311,73427793198749.0,27.094,0.995,0.222,216.874,4465763779.0,250065.0,1271418308086239.0
566,2017-07-20,0.317,73177456447550.0,26.029,1.07,0.297,223.04,4686008226.0,232560.0,1304970901023200.0
567,2017-07-21,0.31,72969298228549.0,24.419,0.888,0.245,223.716,1023132151.0,205574.0,1278259908802200.0
568,2017-07-22,0.309,75690247408162.0,23.461,1.123,0.252,227.295,1579208695.0,260490.0,1315027849307400.0
569,2017-07-23,0.314,73613003654415.0,23.707,1.207,0.266,225.737,4716695940.0,263095.0,1302508499778500.0
570,2017-07-24,0.307,77163027212658.0,33.004,1.369,0.308,210.8,4881892620.0,242922.0,1328380325602700.0
571,2017-07-25,0.31,76844126914345.0,28.082,1.129,0.265,200.432,3797824274.0,222948.0,1331457770554300.0
572,2017-07-26,0.311,75605726052384.0,32.147,1.037,0.237,202.141,4259201550.0,225435.0,1321720589477607.0
573,2017-07-27,0.31,77536893123692.0,24.377,1.085,0.226,197.203,4820364464.0,246494.0,1332367899097600.0
574,2017-07-28,0.307,76587712193575.0,34.154,0.799,0.193,187.808,4158942432.0,198773.0,1332178338555200.0
575,2017-07-29,0.306,79036254012639.0,22.467,0.804,0.2,198.66,2823408558.0,206624.0,1359901481847607.0
576,2017-07-30,0.318,80870476773081.0,29.394,0.917,0.182,196.409,1717821255.0,250088.0,1426551281222300.0
577,2017-07-31,0.352,80827530505399.0,43.56,1.174,0.262,216.975,2070520794.0,218582.0,1606730004126800.0
578,2017-08-01,0.356,79669656055409.0,43.2,1.073,0.227,221.54,1984540597.0,231068.0,1606524434795600.0
579,2017-08-02,0.362,76678415380719.0,29.962,1.08,0.223,222.453,1684373994.0,236335.0,1555875206148550.0
580,2017-08-03,0.356,79753467651343.0,24.376,0.985,0.191,223.299,1740569602.0,257160.0,1590667910612300.0
581,2017-08-04,0.357,78969008598029.0,31.462,1.072,0.215,237.997,2169363020.0,261400.0,1585688951967804.0
582,2017-08-05,0.357,80016730186190.0,26.992,1.103,0.241,260.854,2259793685.0,265127.0,1598932022645400.0
583,2017-08-06,0.352,82340643487617.0,36.197,1.424,0.306,266.048,2603309369.0,281172.0,1619967500610100.0
584,2017-08-07,0.352,83297114037169.0,31.621,1.49,0.299,280.817,3075000594.0,318866.0,1636256274664900.0
585,2017-08-08,0.35,84948343528036.0,55.715,1.179,0.286,299.059,3321979739.0,280308.0,1661334820093100.0
586,2017-08-09,0.357,83420854767183.0,32.942,1.387,0.279,301.217,6984109142.0,338241.0,1650126715858900.0
587,2017-08-10,0.351,84612950571944.0,30.458,1.532,0.299,301.33,14010554452.0,356682.0,1640151486907400.0
588,2017-08-11,0.35,87290695848031.0,30.592,1.49,0.319,313.325,8679449142.0,338654.0,1692527131112600.0
589,2017-08-12,0.349,87635589348478.0,31.208,1.324,0.271,295.784,8988114313.0,333005.0,1690851139503700.0
590,2017-08-13,0.348,89581393516323.0,19.064,1.488,0.253,300.658,7271976106.0,410061.0,1728855046751571.0
591,2017-08-14,0.348,90836494873348.0,46.422,1.649,0.268,288.391,5576174616.0,413246.0,1734348602399600.0
592,2017-08-15,0.346,91248373026761.0,43.162,3.083,0.83,293.728,4528070764.0,413624.0,1713530811032565.0
593,2017-08-16,0.347,92535537740725.0,35.572,2.341,0.491,304.164,4608966396.0,428007.0,1738425294123700.0
594,2017-08-17,0.348,91773692624084.0,59.705,2.926,0.689,299.851,4693349331.0,443356.0,1745445556311300.0
595,2017-08-18,0.342,95424273700766.0,17.534,1.97,0.365,292.068,3433066707.0,377418.0,1795853531629900.0
596,2017-08-19,0.346,93274287176701.0,29.628,1.268,0.277,293.178,2957459546.0,309926.0,1792593074371200.0
597,2017-08-20,0.34,95757569588099.0,37.656,1.384,0.269,319.922,3972638261.0,392880.0,1785087230662370.0
598,2017-08-21,0.344,95960991442831.0,29.67,1.357,0.279,312.319,3545409954.0,364727.0,1804397549542700.0
599,2017-08-22,0.342,98272645366046.0,34.813,1.322,0.269,319.28,4160059810.0,374711.0,1843056958042400.0
600,2017-08-23,0.344,97233837607220.0,33.599,1.36,0.295,321.612,3813433937.0,352465.0,1828188893715800.0
601,2017-08-24,0.405,95298874686829.0,34.886,1.542,0.292,331.815,3430786734.0,352621.0,2154673062518600.0
602,2017-08-25,0.412,95967825974359.0,19.811,1.493,0.321,330.182,1767934019.0,306268.0,2200006378678300.0
603,2017-08-26,0.41,95482570176750.0,16.703,1.398,0.286,336.901,6592170022.0,324173.0,2180133085194300.0
604,2017-08-27,0.418,92567335390140.0,34.201,1.657,0.306,343.939,9659902082.0,363674.0,2133278380372500.0
605,2017-08-28,0.407,99220957951685.0,36.705,2.49,0.473,361.687,7590502975.0,394649.0,2204096627570100.0
606,2017-08-29,0.408,99669559523407.0,37.711,2.133,0.412,380.551,13560567595.0,400220.0,2231150404737172.0
607,2017-08-30,0.415,97947765322725.0,66.981,3.17,0.741,386.127,6381582116.0,384421.0,2215537201731500.0
608,2017-08-31,0.409,98965237441495.0,39.289,2.467,0.518,392.888,6090407234.0,390997.0,2233568965063400.0
609,2017-09-01,0.407,98874661449838.0,36.224,1.849,0.668,361.118,4939618734.0,331797.0,2231260175994460.0
610,2017-09-02,0.407,98437959907366.0,33.847,1.514,0.345,351.383,3709255509.0,302525.0,2250289239986200.0
611,2017-09-03,0.408,99992590644828.0,33.045,2.418,0.351,318.052,5150672528.0,442592.0,2243962758497400.0
612,2017-09-04,0.405,100464519186490.0,30.424,2.897,0.42,303.38,4780632735.0,444572.0,2231041493414200.0
613,2017-09-05,0.41,99585601607870.0,16.722,3.721,0.518,333.811,5388534326.0,496376.0,2232599985320000.0
614,2017-09-06,0.406,101756550594400.0,15.37,3.508,0.546,333.382,3806592653.0,448347.0,2253841580835100.0
615,2017-09-07,0.401,106716493491660.0,10.368,3.608,0.526,321.587,4237696400.0,463670.0,2351173566317000.0
616,2017-09-08,0.404,104056581125800.0,5.963,2.182,0.349,303.933,5973772823.0,383654.0,2321405118789500.0
617,2017-09-09,0.403,102477841305420.0,15.066,2.001,0.375,295.313,5007553759.0,325128.0,2289896362744838.0
618,2017-09-10,0.406,102497581167686.0,29.643,1.943,0.321,298.442,4442341279.0,365384.0,2312746407316729.0
619,2017-09-11,0.4,108066800064060.0,30.418,2.418,0.39,303.992,4584290694.0,404898.0,2375289937074934.0
620,2017-09-12,0.407,103543309652420.0,25.321,2.256,0.351,277.277,2674114295.0,365679.0,2324137953177200.0
621,2017-09-13,0.4,105591558195860.0,25.541,2.0,0.275,255.365,3790822885.0,380251.0,2321975794050695.0
622,2017-09-14,0.398,109237978425240.0,36.718,3.001,0.344,238.402,4205846763.0,441767.0,2366097201603000.0
623,2017-09-15,0.399,107171646891020.0,25.604,3.152,0.457,258.206,2566210548.0,373764.0,2350115833389700.0
624,2017-09-16,0.397,108032157089500.0,12.786,1.803,0.325,253.556,3003707424.0,289517.0,2390881046916300.0
625,2017-09-17,0.405,105807740827190.0,16.008,1.979,0.321,289.049,5305576010.0,362764.0,2351652860746300.0
626,2017-09-18,0.397,108633939983640.0,28.802,1.86,0.328,288.019,4236518545.0,337752.0,2380774458727600.0
627,2017-09-19,0.4,107416384860160.0,29.009,2.724,0.58,287.108,2742609334.0,324984.0,2380956776088300.0
628,2017-09-20,0.395,109365187550280.0,16.373,1.59,0.285,277.224,2557760995.0,317074.0,2405383475001446.0
629,2017-09-21,0.48,108396930569380.0,18.414,1.802,0.297,263.055,2201324404.0,271470.0,2938236940545600.0
630,2017-09-22,0.499,103937808485240.0,18.963,1.895,0.334,275.465,2049779361.0,260107.0,2960802402189859.0
631,2017-09-23,0.49,106726599394790.0,14.008,2.553,0.447,285.658,1865291071.0,280929.0,2945612222319664.0
632,2017-09-24,0.508,101537180383960.0,15.504,2.336,0.364,291.62,2411936447.0,306614.0,2912421362690800.0
633,2017-09-25,0.498,102984514223520.0,14.138,2.37,0.369,292.596,2492921774.0,306075.0,2887116463204755.0
634,2017-09-26,0.496,105665834360470.0,15.052,2.25,0.406,297.084,2679521026.0,309047.0,2916043095239200.0
635,2017-09-27,0.504,101864865062530.0,15.099,2.25,0.343,304.622,2923900274.0,329208.0,2896071814918466.0
636,2017-09-28,0.509,97743120327242.0,10.243,2.094,0.297,292.96,2393037194.0,326502.0,2802970923363752.0
637,2017-09-29,0.507,97248907770733.0,9.969,2.301,0.379,301.213,1924391092.0,295798.0,2773894950878984.0
638,2017-09-30,0.503,101854408028010.0,15.02,2.071,0.379,300.398,1345791828.0,283871.0,2865649257474530.0
639,2017-10-01,0.507,101478644261270.0,18.146,2.118,0.349,299.593,2104904770.0,306095.0,2861170963745518.0
640,2017-10-02,0.503,101325580986480.0,16.129,2.361,0.341,293.577,6597556235.0,327906.0,2838825595157900.0
641,2017-10-03,0.499,104274857165030.0,16.62,2.343,0.368,293.48,4374642305.0,307309.0,2896354300459000.0
642,2017-10-04,0.489,107719603821870.0,14.667,2.355,0.39,293.343,2752411575.0,314808.0,2968746998432300.0
643,2017-10-05,0.506,102810717472320.0,14.728,2.668,0.411,300.453,2820435673.0,319882.0,2912478711912431.0
644,2017-10-06,0.506,100659958931260.0,15.783,1.985,0.336,309.106,2310740811.0,291091.0,2857438076850600.0
645,2017-10-07,0.5,104056142578230.0,15.793,2.213,0.375,311.82,2644397069.0,296829.0,2915521253407421.0
646,2017-10-08,0.5,104683502185760.0,6.041,2.351,0.35,302.045,3109065943.0,328172.0,2930955632521900.0
647,2017-10-09,0.494,106104971219040.0,15.176,2.437,0.358,299.494,3307448327.0,349605.0,2913484732911306.0
648,2017-10-10,0.494,109280939673000.0,9.997,2.656,0.821,301.01,2958336381.0,344305.0,2997386113953100.0
649,2017-10-11,0.497,105445572727640.0,7.446,2.544,0.355,305.357,3321871875.0,363411.0,2911727554677848.0
650,2017-10-12,0.498,110089657316210.0,32.045,2.755,0.409,323.599,4530241048.0,379136.0,3031011835444800.0
651,2017-10-13,0.499,105103065907430.0,18.918,2.409,0.409,341.444,3419598852.0,332169.0,2917998273436900.0
652,2017-10-14,0.492,108597951486660.0,16.284,2.327,0.39,332.145,3055493285.0,328921.0,2962491103709443.0
653,2017-10-15,0.316,111731904578690.0,,1.961,0.28,339.631,2516576337.0,408297.0,1922323537780200.0
654,2017-10-16,0.238,114459112505680.0,0.0624,1.492,0.207,324.508,3600633954.0,505611.0,1430794160040800.0
655,2017-10-17,0.231,113759231248420.0,0.0304,1.344,0.194,304.251,4443130825.0,470449.0,1412602014675400.0
656,2017-10-18,0.231,117989667731756.0,,1.283,0.178,309.27,3825235946.0,494184.0,1460304538028388.0
657,2017-10-19,0.231,117238821150850.0,,1.823,0.275,306.276,3482309404.0,546837.0,1448048385228952.0
658,2017-10-20,0.231,116668819600260.0,,1.082,0.148,297.645,3106722482.0,462902.0,1470935110706400.0
659,2017-10-21,0.229,118895505369490.0,0.196,0.909,0.133,295.789,2738865012.0,435493.0,1479882619648000.0
660,2017-10-22,0.23,117747115284920.0,0.274,1.195,0.164,285.31,3652526071.0,468168.0,1455819716924400.0
661,2017-10-23,0.23,121641692178940.0,0.0303,1.559,0.22,303.431,3806656354.0,492288.0,1496920578552200.0
662,2017-10-24,0.233,118673607964520.0,,1.31,0.187,295.64,3007495518.0,460419.0,1484204987132000.0
663,2017-10-25,0.234,114773222741110.0,,1.209,0.175,296.526,2886541741.0,466406.0,1437017619732600.0
664,2017-10-26,,,,1.3,,295.811,,,
665,2017-10-27,,,,1.046,,294.268,,,
666,2017-10-28,,,,1.049,,301.65,,,
667,2017-10-29,,,,1.31,,306.667,,,
668,2017-10-30,,,,1.375,,307.08,,,
669,2017-10-31,0.234,120981632662830.0,,1.591,0.213,299.041,4160442004.0,522405.0,1506463331164000.0
670,2017-11-01,0.235,115560010361330.0,1.386,1.639,0.201,284.864,4471931173.0,533549.0,1443325313524909.0
671,2017-11-02,0.231,113920221175180.0,,1.243,0.169,295.189,3716355410.0,488639.0,1419570528871100.0
672,2017-11-03,0.232,111943269817370.0,,0.948,0.159,299.439,2530255855.0,398758.0,1405221883329600.0
673,2017-11-04,0.229,117056719309308.0,,0.877,0.143,297.759,2364480540.0,417102.0,1439532615580500.0
674,2017-11-05,0.232,114585660284740.0,,1.103,0.157,298.239,2876508101.0,511663.0,1433804859772300.0
675,2017-11-06,0.232,113913683475880.0,,1.261,0.198,295.875,2361168954.0,470418.0,1412215080061500.0
676,2017-11-07,0.231,116125614803750.0,1.109,1.438,0.238,300.929,3408376318.0,480413.0,1454537506078400.0
677,2017-11-08,0.232,114115178304720.0,2.386,1.387,0.221,318.067,5866539191.0,467172.0,1420593057400400.0
678,2017-11-09,0.229,115763909074260.0,6.211,1.229,0.198,310.542,4203768023.0,457427.0,1429591654465600.0
679,2017-11-10,0.23,115717580582960.0,1.228,1.064,0.181,306.993,3848174318.0,394378.0,1437743883884800.0
680,2017-11-11,0.231,118255012784580.0,24.578,1.282,0.212,308.916,5317641357.0,434380.0,1487331219801000.0
681,2017-11-12,0.231,117460009362610.0,8.533,1.362,0.22,314.775,3533165411.0,443176.0,1456779199764700.0
682,2017-11-13,0.235,114720045808620.0,10.145,1.541,0.231,327.483,3578973247.0,475984.0,1448755022989000.0
683,2017-11-14,0.231,115345249990620.0,16.967,1.772,0.256,335.229,5584279332.0,540530.0,1424360270396600.0
684,2017-11-15,0.234,111674481405850.0,3.134,1.47,0.236,328.519,5033617462.0,491482.0,1397135204661100.0
685,2017-11-16,0.231,112607951497860.0,13.825,1.577,0.243,331.065,5127940513.0,508590.0,1403215940839900.0
686,2017-11-17,0.232,111518292601010.0,3.34,1.152,0.186,334.009,4271660454.0,459679.0,1389738236610400.0
687,2017-11-18,0.23,112978516905890.0,7.276,1.257,0.215,354.514,4496418577.0,464563.0,1402316828783892.0
688,2017-11-19,0.233,120194442743430.0,0.649,1.631,0.253,360.695,6064164818.0,530141.0,1489214248965400.0
689,2017-11-20,0.233,118772015929330.0,18.311,1.6,0.253,364.873,5982583632.0,524044.0,1471462729491700.0
690,2017-11-21,0.231,118388702119580.0,18.37,1.612,0.245,366.425,6106748144.0,546489.0,1462847884820400.0
691,2017-11-22,0.233,122149426220030.0,19.76,1.575,0.269,398.242,6431538919.0,537068.0,1518894148327600.0
692,2017-11-23,0.231,124807826681320.0,21.757,1.385,0.255,430.176,5931133378.0,525446.0,1549354765785600.0
693,2017-11-24,0.232,125319280437740.0,2.805,1.28,0.241,467.473,7547095556.0,561139.0,1562072389670500.0
694,2017-11-25,0.233,125155284202080.0,3.668,1.499,0.3,458.47,7172974208.0,542484.0,1553379593941100.0
695,2017-11-26,0.237,123422418656400.0,23.847,1.684,0.288,475.312,9387929507.0,608695.0,1537205170278200.0
696,2017-11-27,0.236,121376286665420.0,23.884,1.836,0.312,470.756,11408964781.0,638989.0,1508042853624900.0
697,2017-11-28,0.236,123410568062090.0,36.235,1.974,0.316,471.579,13007448901.0,663579.0,1520780408250060.0
698,2017-11-29,0.234,124818010753220.0,23.356,1.824,0.281,434.809,11216607601.0,655457.0,1542745956194406.0
699,2017-11-30,0.235,125497470346090.0,14.459,1.831,0.297,443.806,9452911156.0,622720.0,1546949558356100.0
700,2017-12-01,0.238,125605486490460.0,12.775,1.574,0.254,462.131,10398791752.0,627785.0,1570293136111000.0
701,2017-12-02,0.239,121857522474160.0,10.101,1.809,0.275,468.332,9929017700.0,693808.0,1509751249390500.0
702,2017-12-03,0.254,125843696025640.0,24.344,3.444,0.531,463.753,9551734345.0,701834.0,1530846399225200.0
703,2017-12-04,0.258,123438986759100.0,26.906,4.861,0.789,461.928,4546953046.0,693090.0,1477492059096129.0
704,2017-12-05,0.263,123624915809870.0,103.18,6.235,0.856,440.041,6263965876.0,791746.0,1468449809695800.0
705,2017-12-06,0.248,125156984627450.0,35.553,8.898,1.45,426.822,4648987143.0,659068.0,1480719151843200.0
706,2017-12-07,0.248,127319291958280.0,22.357,9.287,1.364,451.546,4075993247.0,766411.0,1552890438945500.0
707,2017-12-08,0.248,128293290537240.0,14.341,8.723,1.438,478.17,3154343104.0,707223.0,1553202155649200.0
708,2017-12-09,0.249,126709536570270.0,11.833,7.99,1.199,447.893,2856213921.0,716575.0,1549426798576300.0
709,2017-12-10,0.25,128319253114190.0,16.222,6.524,0.862,466.34,3059249103.0,828899.0,1575712167783500.0
710,2017-12-11,0.252,128981535002790.0,32.71,6.489,1.002,560.868,7292320569.0,872340.0,1556260952137900.0
711,2017-12-12,0.254,134036381500000.0,54.482,5.713,1.055,663.96,7081537362.0,909631.0,1612737499302200.0
712,2017-12-13,0.253,137612597335270.0,80.759,6.963,1.286,707.294,8628152228.0,942559.0,1641299123634800.0
713,2017-12-14,0.248,143725774606250.0,64.794,6.033,1.077,669.39,6765910862.0,904346.0,1716279356076900.0
714,2017-12-15,0.249,141972695379730.0,46.695,6.138,1.132,693.475,5759054791.0,899857.0,1740332446347657.0
715,2017-12-16,0.249,142918324635650.0,48.985,5.044,0.959,716.841,5786112887.0,876574.0,1754690326252700.0
716,2017-12-17,0.249,147373025169700.0,72.993,4.939,0.867,734.651,6377707211.0,984021.0,1783752977656594.0
717,2017-12-18,0.257,144741471010950.0,100.721,6.113,1.121,823.002,9281568387.0,1092234.0,1736464975898556.0
718,2017-12-19,0.258,143780474245120.0,159.911,7.076,1.4,797.161,10391572175.0,986104.0,1716149477546900.0
719,2017-12-20,0.259,143920485079630.0,161.118,7.306,1.328,808.987,10719973606.0,1072665.0,1741540444407600.0
720,2017-12-21,0.255,143222510205960.0,173.1,6.813,1.013,681.631,9806276068.0,1103523.0,1725803011179400.0
721,2017-12-22,0.242,149540215510300.0,79.079,5.099,0.958,729.214,6941699897.0,918881.0,1792356524198500.0
722,2017-12-23,0.241,148918504533100.0,64.521,4.462,0.894,662.122,4921771670.0,758234.0,1822644898874096.0
723,2017-12-24,0.239,150642951070870.0,57.2,3.344,0.721,716.775,4492266107.0,752361.0,1853229389024427.0
724,2017-12-25,0.24,151478703604140.0,74.498,3.309,0.68,744.981,6600236666.0,813510.0,1865831276932800.0
725,2017-12-26,0.241,152530029541290.0,86.037,3.637,0.679,750.511,7616856276.0,912752.0,1864021965650600.0
726,2017-12-27,0.245,156607334495610.0,79.729,3.679,0.621,707.761,8944787951.0,949503.0,1916423811502200.0
727,2017-12-28,0.249,153645075687590.0,156.515,4.372,0.682,738.099,10850153115.0,1090191.0,1870550685531500.0
728,2017-12-29,0.249,154721672463480.0,223.193,4.199,0.603,704.505,11504652282.0,1136659.0,1874640020443700.0
729,2017-12-30,0.244,156914020914800.0,83.884,3.821,0.664,721.422,6532336966.0,946927.0,1919561346633600.0
730,2017-12-31,0.243,159403492170397.0,75.097,3.371,0.635,750.972,6197867321.0,908945.0,1935071726621400.0
731,2018-01-01,0.25,159071599588750.0,141.394,4.504,0.776,850.339,11899310900.0,1153936.0,1924729868145049.0
732,2018-01-02,0.26,158739066452980.0,263.091,5.14,0.889,887.35,12412071852.0,1238030.0,1904343002124700.0
733,2018-01-03,0.264,162548273234740.0,586.01,5.958,1.045,951.139,19257080293.0,1349890.0,1895450077810928.0
